Segment,Ship Mode,Region,Order Priority,Sales,Quantity,Discount,Profit,Shipping Cost,TotalSale,SalesAfterDiscount
Corporate,Second Class,EMEA,High,47.4,2,0.6,-68.76,4.84,94.8,37.92
Corporate,Standard Class,Caribbean,Medium,106.27,3,0.2,2.65,4.75,318.816,255.05
Corporate,Standard Class,Caribbean,High,28.02,3,0,1.38,4.58,84.06,84.06
Corporate,Standard Class,Central,Medium,89.64,6,0,40.32,4.58,537.84,537.84
Consumer,First Class,Caribbean,High,21.5,3,0.2,1.58,3.68,64.512,51.61
Corporate,Standard Class,EMEA,Medium,35.34,2,0,3.48,3.38,70.68,70.68
Consumer,First Class,South,Critical,10.04,3,0.4,-6.7,3.32,30.132,18.08
Consumer,Standard Class,North Asia,High,19.68,1,0,9.63,3.25,19.68,19.68
Corporate,Standard Class,Central,Medium,100.32,3,0,49.14,3.23,300.96,300.96
Corporate,Standard Class,Oceania,Medium,38.09,4,0.4,-7.63,3.16,152.352,91.41
Consumer,Second Class,West,High,19.92,4,0,9.76,2.98,79.68,79.68
Consumer,Second Class,Oceania,Medium,21.82,2,0.4,0.7,2.92,43.632,26.18
Corporate,Standard Class,EMEA,High,22.05,1,0,3.96,2.75,22.05,22.05
Corporate,Standard Class,EMEA,Medium,35.76,2,0,12.12,2.58,71.52,71.52
Consumer,Second Class,EMEA,Critical,11.07,1,0,3.42,2.56,11.07,11.07
Corporate,Standard Class,EMEA,Medium,31.17,1,0,4.35,2.35,31.17,31.17
Corporate,Standard Class,South,High,21.52,4,0,8.32,2.23,86.08,86.08
Consumer,Standard Class,Africa,Medium,18.66,1,0,8.94,2.05,18.66,18.66
Corporate,Standard Class,EMEA,Medium,57.87,1,0,13.86,2,57.87,57.87
Corporate,Standard Class,West,Medium,24.4,2,0,10.25,1.87,48.8,48.8
Consumer,Standard Class,Africa,Medium,30.48,4,0,13.68,1.87,121.92,121.92
Consumer,Standard Class,Africa,Medium,27.45,1,0,7.68,1.85,27.45,27.45
Consumer,Second Class,North,High,9.2,1,0,2.66,1.59,9.2,9.2
Corporate,Standard Class,EMEA,Medium,18.39,1,0,0.9,1.5,18.39,18.39
Corporate,Standard Class,EMEA,High,10.26,1,0,0.18,1.13,10.26,10.26
Corporate,Second Class,EMEA,High,9.91,1,0.6,-6.95,0.92,9.912,3.96
Corporate,Standard Class,West,Medium,11.68,2,0,5.49,0.91,23.36,23.36
Corporate,Standard Class,EMEA,Medium,15.57,1,0,7.14,0.82,15.57,15.57
Corporate,Standard Class,West,Medium,16.9,2,0,5.07,0.77,33.8,33.8
Consumer,Second Class,EMEA,Medium,7.14,1,0,1.77,0.72,7.14,7.14
Corporate,Standard Class,West,Medium,18.54,2,0,8.71,0.69,37.08,37.08
Corporate,Standard Class,EMEA,Medium,9.84,1,0,1.65,0.64,9.84,9.84
Consumer,Second Class,West,High,7.3,2,0,2.19,0.62,14.6,14.6
Corporate,Standard Class,EMEA,Medium,51.78,1,0,9.3,0.58,51.78,51.78
Corporate,Standard Class,Africa,Medium,11.13,1,0,0.75,0.43,11.13,11.13
Corporate,Standard Class,EMEA,Medium,10.74,1,0,1.26,0.43,10.74,10.74
Corporate,Second Class,Central,Medium,5.35,1,0.4,-2.07,0.17,5.352,3.21
Consumer,Second Class,East,Critical,295.4,5,0.2,-62.77,94.45,1477,1181.6
Consumer,Standard Class,South,Low,396,4,0,190.08,68.48,1584,1584
Consumer,Standard Class,South,High,573.21,3,0,137.52,59.93,1719.63,1719.63
Consumer,Standard Class,Central Asia,Medium,497.76,4,0,94.56,52.63,1991.04,1991.04
Consumer,Second Class,Central,High,256.74,3,0,0,43.22,770.22,770.22
Consumer,Standard Class,East,High,232.4,5,0.2,78.44,38.42,1162,929.6
Consumer,Standard Class,North Asia,Low,293.52,2,0,129.12,24.37,587.04,587.04
Corporate,Standard Class,Central,Medium,215.01,3,0,88.11,17.88,645.03,645.03
Consumer,Standard Class,EMEA,Medium,165.24,1,0.6,-239.61,15.29,165.24,66.1
Consumer,Second Class,Central,High,197.36,2,0.002,56.92,15.05,394.72896,393.94
Corporate,Standard Class,North,High,93.84,6,0,34.68,14.41,563.04,563.04
Corporate,Standard Class,East,Medium,437.85,3,0,131.36,13.43,1313.55,1313.55
Consumer,Standard Class,East,Medium,191.82,3,0,61.38,13.41,575.46,575.46
Corporate,Standard Class,Central,Medium,123.72,4,0,38.28,11.76,494.88,494.88
Corporate,Standard Class,North,High,76.8,5,0,14.5,11.21,384,384
Consumer,Standard Class,Central Asia,Medium,157.8,5,0,12.6,10.79,789,789
Corporate,Standard Class,Central,Medium,195.76,2,0,46.96,10.21,391.52,391.52
Corporate,Standard Class,East,Medium,109.48,2,0,33.94,9.78,218.96,218.96
Corporate,Standard Class,Caribbean,Medium,151.24,3,0.4,5.02,9.35,453.708,272.22
Consumer,Standard Class,South,High,89.19,3,0,23.13,7.77,267.57,267.57
Corporate,Standard Class,West,Medium,113.89,2,0.2,9.97,7.43,227.776,182.22
Corporate,Standard Class,Caribbean,Medium,105.14,1,0.402,-7.4,7.35,105.14036,62.87
Consumer,Standard Class,Central Asia,Medium,57.84,2,0,15,5.33,115.68,115.68
Corporate,Standard Class,West,Medium,105.58,2,0.2,7.92,5.26,211.168,168.93
Consumer,Standard Class,North Asia,Low,33.39,3,0,2.25,5.19,100.17,100.17
Corporate,First Class,North,Medium,47.64,5,0.4,-10.36,5.18,238.2,142.92
Corporate,Standard Class,Africa,Medium,73.95,1,0,7.38,4.93,73.95,73.95
Corporate,Standard Class,Africa,Medium,49.32,1,0,5.4,4.74,49.32,49.32
Consumer,Standard Class,Southeast Asia,Medium,105.8,1,0.17,15.29,4.68,105.8001,87.81
Consumer,Standard Class,South,Medium,63.52,2,0,14.6,4.61,127.04,127.04
Corporate,Standard Class,Caribbean,Medium,63.04,3,0.4,-5.3,4.17,189.108,113.46
Corporate,Standard Class,West,Medium,73.58,2,0.2,8.28,3.92,147.168,117.73
Corporate,Standard Class,Caribbean,Medium,74.08,4,0,7.36,3.78,296.32,296.32
Corporate,Standard Class,Oceania,Medium,41.47,2,0.1,10.09,3.25,82.944,74.65
Corporate,Standard Class,Oceania,Medium,26.41,2,0.1,8.17,2.99,52.812,47.53
Corporate,Standard Class,Africa,Medium,57.72,4,0,28.2,2.54,230.88,230.88
Corporate,Standard Class,Africa,Medium,32.04,2,0,1.26,2.37,64.08,64.08
Corporate,Standard Class,Central,Medium,33.4,5,0,12.36,2.28,167,167
Consumer,Standard Class,South,High,18.66,1,0,8.94,2.12,18.66,18.66
Corporate,Standard Class,Central,Medium,32.88,1,0,3.28,1.85,32.88,32.88
Corporate,Standard Class,Africa,Medium,27.27,1,0,4.62,1.56,27.27,27.27
Corporate,Standard Class,Africa,Medium,28.41,1,0,13.92,1.55,28.41,28.41
Consumer,Second Class,Central,High,8.7,1,0,2.16,1.51,8.7,8.7
Corporate,Standard Class,West,Medium,20.1,3,0,6.63,1.44,60.3,60.3
Consumer,Standard Class,East,Medium,14.82,3,0,6.22,1.36,44.46,44.46
Consumer,Standard Class,Central,Medium,21.06,3,0,10.53,1.3,63.18,63.18
Corporate,Standard Class,North,High,20.08,4,0,9.2,0.89,80.32,80.32
Corporate,Standard Class,Africa,Medium,7.98,2,0,0.84,0.8,15.96,15.96
Corporate,Standard Class,West,Medium,12.32,4,0,5.91,0.69,49.28,49.28
Corporate,Standard Class,West,Medium,6.48,1,0,3.11,0.52,6.48,6.48
Consumer,First Class,EMEA,Critical,2108.64,8,0,527.04,630.97,16869.12,16869.12
Consumer,First Class,Africa,High,3834,6,0,268.38,481.04,23004,23004
Consumer,Standard Class,North Asia,Medium,2086.98,7,0,145.95,135.99,14608.86,14608.86
Consumer,Standard Class,Africa,Medium,1926.72,8,0,712.8,130.88,15413.76,15413.76
Corporate,Second Class,Central,High,1415.76,6,0.2,88.48,123.82,8494.56,6795.65
Consumer,Standard Class,Africa,Medium,925.23,1,0,305.31,89.9,925.23,925.23
Consumer,First Class,Southeast Asia,High,389.66,2,0.25,-83.14,89.79,779.31,584.48
Corporate,Second Class,West,Medium,1292.94,3,0,77.58,77.12,3878.82,3878.82
Corporate,Second Class,South,Medium,723.92,4,0,188.22,46.85,2895.68,2895.68
Consumer,Standard Class,South,Medium,586.52,3,0.002,169.22,41.56,1759.5738,1756.05
Corporate,Second Class,Central,High,318.43,5,0.3,-77.33,41.02,1592.15,1114.5
Corporate,Standard Class,Central,Medium,1983.02,5,0.1,616.82,38.51,9915.075,8923.57
Consumer,Standard Class,Africa,Low,328.14,6,0,81.9,37.24,1968.84,1968.84
Consumer,Standard Class,Africa,Low,274.68,2,0,0,33.4,549.36,549.36
Consumer,Standard Class,EMEA,Medium,327,2,0,88.26,28.81,654,654
Consumer,Standard Class,East,Medium,480,4,0,225.6,27.47,1920,1920
Consumer,Standard Class,Africa,Medium,256.56,1,0,107.73,23.22,256.56,256.56
Consumer,First Class,West,High,89.97,3,0,37.79,21.5,269.91,269.91
Consumer,First Class,North,Medium,173.25,3,0,74.43,21.39,519.75,519.75
Corporate,Standard Class,Central,Medium,231.12,6,0,103.92,17.15,1386.72,1386.72
Corporate,Second Class,North,High,171.84,2,0,65.28,17.14,343.68,343.68
Corporate,Standard Class,EMEA,Medium,272.4,8,0,43.44,15.79,2179.2,2179.2
Consumer,Second Class,Central,Medium,147.66,3,0.1,24.54,13.82,442.989,398.69
Consumer,Standard Class,North,Medium,266.74,3,0.2,56.68,13.52,800.208,640.17
Corporate,Second Class,West,Medium,164.88,3,0,80.79,12.73,494.64,494.64
Consumer,Standard Class,EMEA,Medium,151.44,8,0,54.48,12.35,1211.52,1211.52
Consumer,Standard Class,Africa,Medium,142.38,1,0,7.11,12.15,142.38,142.38
Corporate,Standard Class,EMEA,Medium,113.26,6,0.6,-110.48,11.37,679.536,271.81
Consumer,First Class,North,Medium,93.48,2,0,43.92,11.36,186.96,186.96
Corporate,Second Class,South,Medium,106.32,3,0,49.97,11.29,318.96,318.96
Corporate,Second Class,West,Medium,261.74,2,0,65.44,9.2,523.48,523.48
Consumer,Standard Class,South,Medium,194.74,7,0,23.24,8.89,1363.18,1363.18
Consumer,Standard Class,Southeast Asia,Medium,177.3,5,0.25,40.05,8.62,886.5,664.88
Consumer,First Class,Africa,High,48.93,1,0,6.84,7.19,48.93,48.93
Corporate,Standard Class,EMEA,Medium,79.37,1,0.6,-85.33,7.15,79.368,31.75
Consumer,Standard Class,Africa,Low,140.67,1,0,1.38,6.88,140.67,140.67
Consumer,Standard Class,Africa,Medium,160.15,2,0.7,-368.39,6.17,320.292,96.09
Consumer,Standard Class,Central,Medium,65.55,5,0,26.85,5.66,327.75,327.75
Consumer,Standard Class,Africa,Medium,215.52,8,0,99.12,5.66,1724.16,1724.16
Consumer,Second Class,Central,Medium,49.44,4,0,4.92,5.49,197.76,197.76
Consumer,Standard Class,EMEA,Medium,59.76,4,0,5.28,5.27,239.04,239.04
Consumer,Second Class,North,Medium,42,4,0,15.52,4.28,168,168
Corporate,Second Class,West,Medium,25.58,2,0.2,8.95,4.15,51.168,40.93
Consumer,Standard Class,North,Medium,61.2,2,0.5,-23.28,4.1,122.4,61.2
Consumer,Standard Class,Africa,Medium,49.18,8,0.7,-91.94,4.05,393.408,118.02
Consumer,Standard Class,North Asia,Medium,55.92,2,0,11.7,4.01,111.84,111.84
Consumer,Standard Class,Africa,Medium,87.72,2,0,6.12,3.92,175.44,175.44
Consumer,Second Class,North,Medium,47.82,5,0.4,-13.58,3.9,239.1,143.46
Consumer,Standard Class,North,Medium,29.85,5,0.5,-4.8,3.71,149.25,74.62
Corporate,Standard Class,EMEA,Medium,46.59,1,0,22.35,3.42,46.59,46.59
Consumer,Standard Class,North,Medium,97.39,1,0.2,26.77,3.35,97.392,77.91
Corporate,Standard Class,Central,Medium,26.88,2,0,4.56,2.91,53.76,53.76
Consumer,Standard Class,East,Medium,34.05,3,0,9.53,2.72,102.15,102.15
Corporate,Standard Class,Central,Medium,33.48,3,0,2.64,2.4,100.44,100.44
Corporate,Second Class,Central,High,9.91,3,0.2,3.22,1.78,29.736,23.79
Consumer,Standard Class,Africa,Medium,21.88,1,0.7,-21.17,1.67,21.879,6.56
Consumer,Standard Class,Africa,Medium,39.91,2,0.7,-54.59,1.62,79.812,23.94
Corporate,Standard Class,North Asia,Medium,19.89,1,0,1.59,1.57,19.89,19.89
Consumer,Standard Class,South,Medium,21.14,7,0,8.54,1.43,147.98,147.98
Corporate,Second Class,West,Medium,14.4,5,0,7.06,1.34,72,72
Consumer,Standard Class,Africa,Low,13.68,1,0,4.08,1.24,13.68,13.68
Corporate,Second Class,West,Medium,11.78,3,0.2,4.27,0.9,35.352,28.28
Consumer,Standard Class,Africa,Medium,17.5,2,0.7,-23.96,0.88,34.992,10.5
Consumer,Standard Class,Africa,Medium,12.08,2,0.7,-20.14,0.83,24.156,7.25
Corporate,Second Class,Central,High,5.8,5,0.8,-10.15,0.69,29,5.8
Consumer,Standard Class,Africa,Medium,21.42,4,0.7,-44.34,0.61,85.68,25.7
Consumer,Standard Class,EMEA,Medium,8.82,2,0,0,0.43,17.64,17.64
Corporate,Second Class,West,Medium,10.78,3,0.2,3.5,0.35,32.328,25.86
Corporate,Second Class,Caribbean,Critical,755.81,3,0.002,195.35,232.42,2267.41608,2262.88
Corporate,Second Class,South,Medium,1394.95,5,0,362.69,140.1,6974.75,6974.75
Corporate,Standard Class,Central Asia,Medium,961.8,7,0,163.38,82.58,6732.6,6732.6
Corporate,Standard Class,Central,Medium,682.08,8,0,224.96,48,5456.64,5456.64
Corporate,Second Class,South,Medium,275.97,3,0,11.04,36.12,827.91,827.91
Corporate,Standard Class,South,High,605.34,6,0,145.28,35.23,3632.04,3632.04
Consumer,Standard Class,Central,High,155.28,3,0.1,-10.41,32.17,465.831,419.25
Corporate,Second Class,South,Medium,545.88,6,0,70.96,29.9,3275.28,3275.28
Corporate,Standard Class,East,High,186.91,6,0.2,-35.05,27.41,1121.472,897.18
Consumer,Second Class,Central,High,1333.92,8,0,199.92,26.77,10671.36,10671.36
Consumer,Standard Class,Southeast Asia,Medium,241.64,2,0.27,69.5,11.21,483.2892,352.8
Corporate,Standard Class,Central,Medium,248.28,6,0,24.72,8.39,1489.68,1489.68
Consumer,Second Class,West,Medium,61.96,2,0,27.88,8.07,123.92,123.92
Corporate,First Class,EMEA,High,34.2,2,0,8.16,7.5,68.4,68.4
Consumer,Standard Class,Central Asia,Medium,175.56,5,0.2,-28.59,6.94,877.8,702.24
Corporate,Standard Class,South,Medium,76.68,9,0,34.38,6.46,690.12,690.12
Consumer,Standard Class,Central Asia,Medium,173.76,2,0.2,-10.86,5.54,347.52,278.02
Consumer,Standard Class,Central,High,25.11,3,0,9.27,3.9,75.33,75.33
Corporate,Standard Class,East,High,52.51,6,0.2,19.69,3.44,315.072,252.06
Consumer,Standard Class,Central Asia,Medium,46.44,4,0.5,-3.72,2.76,185.76,92.88
Corporate,Standard Class,South,Medium,65.48,2,0,23.56,2.44,130.96,130.96
Consumer,Standard Class,Caribbean,Low,11.12,1,0,4.66,2.14,11.12,11.12
Corporate,Standard Class,Southeast Asia,High,14.56,2,0.47,-0.56,1.61,29.1288,15.44
Corporate,Standard Class,East,High,10.05,4,0.2,3.14,1.17,40.192,32.15
Consumer,Second Class,West,Medium,1.34,1,0.2,0.47,0.03,1.344,1.08
Consumer,Second Class,North Asia,Critical,760.38,2,0,144.42,125.22,1520.76,1520.76
Corporate,Standard Class,South,High,228.53,2,0.1,-20.35,35.44,457.056,411.35
Corporate,Second Class,Oceania,Medium,294.57,2,0.1,117.81,29.3,589.14,530.23
Corporate,Standard Class,North Asia,Medium,279.54,6,0,69.84,28.13,1677.24,1677.24
Corporate,First Class,Central,Medium,592.88,5,0.15,69.68,27.95,2964.375,2519.72
Corporate,Standard Class,Central Asia,Medium,204.54,2,0,94.08,16.69,409.08,409.08
Corporate,Standard Class,North Asia,Medium,130.74,2,0,53.58,12.83,261.48,261.48
Corporate,Standard Class,Central Asia,Medium,241.5,14,0.5,-106.26,11.45,3381,1690.5
Corporate,Standard Class,North Asia,Medium,109.32,4,0,12,11.06,437.28,437.28
Corporate,Standard Class,Central Asia,Medium,313.56,1,0,147.36,10.75,313.56,313.56
Corporate,Standard Class,Central Asia,Medium,504.36,3,0,191.61,9.49,1513.08,1513.08
Corporate,Second Class,Oceania,Medium,97.34,1,0.1,11.9,8.21,97.335,87.6
Corporate,Standard Class,Central,Medium,145.32,5,0.4,-72.68,7.62,726.6,435.96
Corporate,Standard Class,Central Asia,Medium,101.94,2,0,12.18,7.45,203.88,203.88
Consumer,Standard Class,Central,High,58.66,7,0,11.06,6.9,410.62,410.62
Consumer,Standard Class,Central,Medium,99.97,3,0.4,-0.05,5.02,299.916,179.95
Corporate,Standard Class,Central,Medium,73.16,6,0.8,-186.57,4.5,438.984,87.8
Consumer,Second Class,Africa,High,50.7,1,0,0.99,3.59,50.7,50.7
Consumer,First Class,Africa,High,51.75,1,0,1.02,3.33,51.75,51.75
Consumer,First Class,Caribbean,High,82.85,3,0.2,13.43,3.28,248.544,198.84
Consumer,First Class,Caribbean,High,16.32,5,0.2,4.62,2.47,81.6,65.28
Corporate,Standard Class,Central,Medium,27.7,3,0.2,3.46,1.74,83.088,66.47
Corporate,Standard Class,Central,Medium,20.45,4,0.4,1.65,1.73,81.792,49.08
Corporate,Standard Class,Central,Medium,19.24,1,0.4,-3.54,1.12,19.236,11.54
Consumer,Standard Class,West,Medium,17.94,3,0,8.79,0.94,53.82,53.82
Consumer,Standard Class,West,Medium,249.58,2,0.2,15.6,0.92,499.168,399.33
Consumer,Standard Class,West,Medium,10.11,3,0,3.24,0.4,30.33,30.33
Corporate,Second Class,Central,High,1927.59,7,0,751.76,274.82,13493.13,13493.13
Consumer,Second Class,Central,Critical,632.04,6,0.15,7.26,216.8,3792.258,3223.42
Consumer,Standard Class,Central,High,2120.8,5,0,275.7,207.89,10604,10604
Consumer,Second Class,Caribbean,High,697.58,4,0.4,-209.3,127.85,2790.336,1674.2
Consumer,First Class,East,Critical,315.98,1,0,148.51,89.66,315.98,315.98
Consumer,Second Class,Southeast Asia,Medium,1912.32,4,0.25,-204,76.63,7649.28,5736.96
Consumer,Second Class,Canada,High,617.28,2,0,123.42,65.33,1234.56,1234.56
Corporate,Second Class,Central,High,449.97,3,0,220.49,59.13,1349.91,1349.91
Corporate,Standard Class,Central,Medium,604.16,8,0,169.12,34.95,4833.28,4833.28
Consumer,First Class,East,Critical,120.98,1,0,12.1,33.01,120.98,120.98
Corporate,Standard Class,Central,Medium,546.96,2,0,158.6,32.07,1093.92,1093.92
Consumer,Second Class,Caribbean,High,262.91,4,0.2,-9.89,30.25,1051.648,841.32
Consumer,Second Class,Central,Critical,111.08,3,0.15,27.38,24.11,333.234,283.25
Corporate,Standard Class,Oceania,Medium,257.69,2,0.1,28.61,16.85,515.376,463.84
Consumer,Second Class,North Asia,High,187.83,3,0,33.75,16.25,563.49,563.49
Consumer,Second Class,Caribbean,High,56.45,4,0.2,9.81,12.38,225.792,180.63
Corporate,First Class,North,Critical,53.28,6,0,4.68,11.72,319.68,319.68
Consumer,Standard Class,Central,High,85.5,3,0,8.55,10.94,256.5,256.5
Corporate,Standard Class,Central,Medium,136.64,7,0,19.04,10.11,956.48,956.48
Consumer,Standard Class,Central,High,127.7,5,0,35.7,9.36,638.5,638.5
Consumer,Standard Class,Africa,Medium,130.62,1,0,10.44,9.29,130.62,130.62
Consumer,Standard Class,Central Asia,Medium,151.2,6,0,33.12,8.47,907.2,907.2
Corporate,Second Class,Southeast Asia,High,52.42,7,0.47,-29.69,8.29,366.9561,194.49
Corporate,Standard Class,West,Medium,120.67,2,0.15,21.29,8.07,241.332,205.13
Corporate,Standard Class,Central Asia,High,72.66,2,0.5,-27.66,7.64,145.32,72.66
Consumer,Second Class,Southeast Asia,Medium,49.5,3,0.45,-3.6,7.22,148.5,81.68
Consumer,Second Class,Caribbean,High,49.28,2,0.2,10.44,6.9,98.56,78.85
Consumer,Standard Class,Central,Medium,73.2,5,0,24.75,6.52,366,366
Consumer,Second Class,North Asia,High,34.11,3,0,16.65,6.13,102.33,102.33
Consumer,Second Class,Central,High,49.47,1,0,7.89,5.96,49.47,49.47
Consumer,Second Class,Canada,High,111.48,4,0,55.68,5.41,445.92,445.92
Corporate,Standard Class,Central,Medium,94.02,3,0,1.86,5.15,282.06,282.06
Corporate,Standard Class,North,High,50.46,3,0,16.14,5.02,151.38,151.38
Consumer,Second Class,EMEA,High,67.86,2,0,27.78,4.98,135.72,135.72
Corporate,Standard Class,Central Asia,High,46.2,2,0.5,-40.68,4.68,92.4,46.2
Corporate,First Class,Central,High,20.82,3,0,1.86,4.03,62.46,62.46
Consumer,Second Class,Southeast Asia,Medium,33.97,3,0.15,-0.05,3.6,101.898,86.61
Consumer,Second Class,Southeast Asia,Medium,26.93,1,0.45,-14.2,3.4,26.928,14.81
Corporate,First Class,West,Critical,18.16,5,0.2,6.58,3.23,90.8,72.64
Corporate,Standard Class,Central Asia,High,21.12,2,0.5,0,3.1,42.24,21.12
Corporate,Second Class,South,Medium,41.15,9,0.4,-6.91,2.75,370.332,222.2
Corporate,Standard Class,South,Medium,41.85,2,0.1,5.07,2.37,83.7,75.33
Corporate,Standard Class,Central,Medium,29.76,3,0,7.68,2.02,89.28,89.28
Corporate,Second Class,South,Medium,17.39,3,0.4,-10.75,1.9,52.164,31.3
Consumer,Second Class,Caribbean,High,16.26,2,0.2,4.86,1.52,32.512,26.01
Corporate,Standard Class,Central,Medium,18.24,2,0,3.64,1.44,36.48,36.48
Consumer,Standard Class,Central,High,8.64,1,0,3.18,1.41,8.64,8.64
Corporate,Standard Class,Central,Medium,214.14,3,0,68.52,1.29,642.42,642.42
Corporate,Standard Class,South,Medium,11.97,3,0,1.26,1.02,35.91,35.91
Corporate,Second Class,South,Medium,8.69,2,0.4,-4.35,0.78,17.376,10.43
Corporate,First Class,EMEA,High,4.12,1,0.6,-3.2,0.63,4.116,1.65
Corporate,Standard Class,South,Medium,18.64,4,0,0,0.46,74.56,74.56
Corporate,Standard Class,Central,Medium,1192.56,4,0,59.52,111.3,4770.24,4770.24
Consumer,Standard Class,Southeast Asia,Medium,1123.17,9,0.37,-196.32,83.77,10108.5327,6368.38
Consumer,Standard Class,Central,High,509.76,6,0,234.36,59.97,3058.56,3058.56
Corporate,Standard Class,North,Medium,594.22,11,0,148.5,44.54,6536.42,6536.42
Corporate,Standard Class,Central Asia,Medium,194.34,2,0,36.9,15.91,388.68,388.68
Corporate,First Class,EMEA,Medium,144.42,1,0,23.1,13.21,144.42,144.42
Consumer,Standard Class,Southeast Asia,Medium,152.26,7,0.47,-86.3,12.2,1065.8088,564.88
Corporate,Standard Class,Central Asia,Medium,163.65,1,0,75.27,12.05,163.65,163.65
Corporate,Standard Class,Central Asia,Medium,115.11,3,0,13.77,9.7,345.33,345.33
Corporate,Second Class,West,High,52.79,1,0.2,4.62,9.03,52.792,42.23
Corporate,Standard Class,Central Asia,Medium,109.89,1,0,29.67,7.74,109.89,109.89
Corporate,Second Class,Africa,Critical,28.5,1,0,2.85,6.92,28.5,28.5
Consumer,Standard Class,South,Medium,132.64,4,0,35.76,6.2,530.56,530.56
Consumer,Standard Class,Southeast Asia,Medium,33.2,3,0.47,-10.09,3.65,99.5976,52.79
Corporate,Standard Class,Central Asia,Medium,63.27,3,0,31.59,3.64,189.81,189.81
Corporate,Second Class,East,High,49.96,2,0,9.49,3.08,99.92,99.92
Corporate,Second Class,South,High,107.02,1,0.7,-196.2,2.55,107.016,32.1
Corporate,Second Class,East,High,12.96,2,0,6.22,2.02,25.92,25.92
Corporate,Standard Class,South,Medium,29.88,2,0,13.44,1.75,59.76,59.76
Consumer,Standard Class,South,Medium,53.06,4,0.6,-43.82,1.51,212.224,84.89
Consumer,Second Class,West,Medium,10.64,4,0,2.77,0.86,42.56,42.56
Corporate,Second Class,South,High,5.22,1,0.4,-1.4,0.53,5.22,3.13
